万寿西宫,26,27
定陵,24,33,2016-12-10T06:00:00Z
东四,50,52,2016-12-10T06:00:00Z
天坛,55,62,2016-12-10T06:00:00Z
农展馆,57,64,2016-12-10T06:00:00Z
官园,56,64,2016-12-10T06:00:00Z
海淀区万柳,61,75,2016-12-10T06:00:00Z
顺义新城,46,39,2016-12-10T06:00:00Z
怀柔镇,25,32,2016-12-10T06:00:00Z
昌平镇,44,64,2016-12-10T06:00:00Z
奥体中心,53,62,2016-12-10T06:00:00Z
古城,52,62,2016-12-10T06:00:00Z
None,48,55,2016-12-10T06:00:00Z
########## pulling at: 2016-12-10 06:59:15 ########## 

万寿西宫,58,57,2016-12-10T06:00:00Z
定陵,24,33,2016-12-10T06:00:00Z
东四,50,52,2016-12-10T06:00:00Z
天坛,55,62,2016-12-10T06:00:00Z
农展馆,57,64,2016-12-10T06:00:00Z
官园,56,64,2016-12-10T06:00:00Z
海淀区万柳,61,75,2016-12-10T06:00:00Z
顺义新城,46,39,2016-12-10T06:00:00Z
怀柔镇,25,32,2016-12-10T06:00:00Z
昌平镇,44,64,2016-12-10T06:00:00Z
奥体中心,53,62,2016-12-10T06:00:00Z
古城,52,62,2016-12-10T06:00:00Z
None,48,55,2016-12-10T06:00:00Z
########## pulling at: 2016-12-10 07:29:15 ########## 

万寿西宫,59,54,2016-12-10T07:00:00Z
定陵,25,40,2016-12-10T07:00:00Z
东四,51,52,2016-12-10T07:00:00Z
天坛,56,60,2016-12-10T07:00:00Z
农展馆,58,59,2016-12-10T07:00:00Z
官园,57,58,2016-12-10T07:00:00Z
海淀区万柳,62,69,2016-12-10T07:00:00Z
顺义新城,46,42,2016-12-10T07:00:00Z
怀柔镇,24,34,2016-12-10T07:00:00Z
昌平镇,46,64,2016-12-10T07:00:00Z
奥体中心,54,44,2016-12-10T07:00:00Z
古城,53,46,2016-12-10T07:00:00Z
None,49,51,2016-12-10T07:00:00Z
########## pulling at: 2016-12-10 07:59:15 ########## 

万寿西宫,59,54,2016-12-10T07:00:00Z
定陵,25,40,2016-12-10T07:00:00Z
东四,51,52,2016-12-10T07:00:00Z
天坛,56,60,2016-12-10T07:00:00Z
农展馆,58,59,2016-12-10T07:00:00Z
官园,57,58,2016-12-10T07:00:00Z
海淀区万柳,62,69,2016-12-10T07:00:00Z
顺义新城,46,42,2016-12-10T07:00:00Z
怀柔镇,24,34,2016-12-10T07:00:00Z
昌平镇,46,64,2016-12-10T07:00:00Z
奥体中心,54,44,2016-12-10T07:00:00Z
古城,53,46,2016-12-10T07:00:00Z
None,49,51,2016-12-10T07:00:00Z
########## pulling at: 2016-12-10 08:29:15 ########## 

万寿西宫,60,51,2016-12-10T08:00:00Z
定陵,26,50,2016-12-10T08:00:00Z
东四,52,52,2016-12-10T08:00:00Z
天坛,57,55,2016-12-10T08:00:00Z
农展馆,59,60,2016-12-10T08:00:00Z
官园,57,53,2016-12-10T08:00:00Z
海淀区万柳,63,67,2016-12-10T08:00:00Z
顺义新城,46,35,2016-12-10T08:00:00Z
怀柔镇,23,35,2016-12-10T08:00:00Z
昌平镇,47,59,2016-12-10T08:00:00Z
奥体中心,55,56,2016-12-10T08:00:00Z
古城,53,52,2016-12-10T08:00:00Z
None,49,52,2016-12-10T08:00:00Z
########## pulling at: 2016-12-10 08:59:15 ########## 

万寿西宫,60,51,2016-12-10T08:00:00Z
定陵,26,50,2016-12-10T08:00:00Z
东四,52,52,2016-12-10T08:00:00Z
天坛,57,55,2016-12-10T08:00:00Z
农展馆,59,60,2016-12-10T08:00:00Z
官园,57,53,2016-12-10T08:00:00Z
海淀区万柳,63,67,2016-12-10T08:00:00Z
顺义新城,46,35,2016-12-10T08:00:00Z
怀柔镇,23,35,2016-12-10T08:00:00Z
昌平镇,47,59,2016-12-10T08:00:00Z
奥体中心,55,56,2016-12-10T08:00:00Z
古城,53,52,2016-12-10T08:00:00Z
None,49,52,2016-12-10T08:00:00Z
########## pulling at: 2016-12-10 09:29:15 ########## 

万寿西宫,60,48,2016-12-10T09:00:00Z
定陵,28,50,2016-12-10T09:00:00Z
东四,52,49,2016-12-10T09:00:00Z
天坛,57,55,2016-12-10T09:00:00Z
农展馆,60,59,2016-12-10T09:00:00Z
官园,58,52,2016-12-10T09:00:00Z
海淀区万柳,64,64,2016-12-10T09:00:00Z
顺义新城,46,27,2016-12-10T09:00:00Z
怀柔镇,23,36,2016-12-10T09:00:00Z
昌平镇,48,55,2016-12-10T09:00:00Z
奥体中心,56,49,2016-12-10T09:00:00Z
古城,54,68,2016-12-10T09:00:00Z
None,50,51,2016-12-10T09:00:00Z
########## pulling at: 2016-12-10 09:59:15 ########## 

万寿西宫,60,48,2016-12-10T09:00:00Z
定陵,28,50,2016-12-10T09:00:00Z
东四,52,49,2016-12-10T09:00:00Z
天坛,57,55,2016-12-10T09:00:00Z
农展馆,60,59,2016-12-10T09:00:00Z
官园,58,52,2016-12-10T09:00:00Z
海淀区万柳,64,64,2016-12-10T09:00:00Z
顺义新城,46,27,2016-12-10T09:00:00Z
怀柔镇,23,36,2016-12-10T09:00:00Z
昌平镇,48,55,2016-12-10T09:00:00Z
奥体中心,56,49,2016-12-10T09:00:00Z
古城,54,68,2016-12-10T09:00:00Z
None,50,51,2016-12-10T09:00:00Z
########## pulling at: 2016-12-10 10:29:15 ########## 

万寿西宫,61,50,2016-12-10T10:00:00Z
定陵,30,51,2016-12-10T10:00:00Z
东四,53,43,2016-12-10T10:00:00Z
天坛,58,59,2016-12-10T10:00:00Z
农展馆,61,53,2016-12-10T10:00:00Z
官园,59,53,2016-12-10T10:00:00Z
海淀区万柳,65,75,2016-12-10T10:00:00Z
顺义新城,46,20,2016-12-10T10:00:00Z
怀柔镇,23,24,2016-12-10T10:00:00Z
昌平镇,50,61,2016-12-10T10:00:00Z
奥体中心,56,47,2016-12-10T10:00:00Z
古城,56,66,2016-12-10T10:00:00Z
None,51,50,2016-12-10T10:00:00Z
########## pulling at: 2016-12-10 10:59:15 ########## 

万寿西宫,61,50,2016-12-10T10:00:00Z
定陵,30,51,2016-12-10T10:00:00Z
东四,53,43,2016-12-10T10:00:00Z
天坛,58,59,2016-12-10T10:00:00Z
农展馆,61,53,2016-12-10T10:00:00Z
官园,59,53,2016-12-10T10:00:00Z
海淀区万柳,65,75,2016-12-10T10:00:00Z
顺义新城,46,20,2016-12-10T10:00:00Z
怀柔镇,23,24,2016-12-10T10:00:00Z
昌平镇,50,61,2016-12-10T10:00:00Z
奥体中心,56,47,2016-12-10T10:00:00Z
古城,56,66,2016-12-10T10:00:00Z
None,51,50,2016-12-10T10:00:00Z
########## pulling at: 2016-12-10 11:29:15 ########## 

万寿西宫,62,50,2016-12-10T11:00:00Z
定陵,32,74,2016-12-10T11:00:00Z
东四,53,40,2016-12-10T11:00:00Z
天坛,59,59,2016-12-10T11:00:00Z
农展馆,62,48,2016-12-10T11:00:00Z
官园,60,53,2016-12-10T11:00:00Z
海淀区万柳,67,61,2016-12-10T11:00:00Z
顺义新城,47,21,2016-12-10T11:00:00Z
